地區,政黨,號次,得票數,得票率
臺北市內湖區葫洲里,台灣團結聯盟,4,227,5.59%
臺北市內湖區葫洲里,中國國民黨,5,2177,53.63%
臺北市內湖區葫洲里,新黨,6,169,4.16%
臺北市內湖區葫洲里,健保免費連線,7,38,0.93%
臺北市內湖區葫洲里,綠黨,8,136,3.35%
臺北市內湖區葫洲里,親民黨,9,266,6.55%
臺北市內湖區葫洲里,中華民國臺灣基本法連線,10,5,0.12%
臺北市內湖區葫洲里,台灣主義黨,11,6,0.14%
臺北市內湖區紫陽里,台灣國民會議,1,26,0.51%
臺北市內湖區紫陽里,人民最大黨,2,18,0.35%
臺北市內湖區紫陽里,民主進步黨,3,1418,28.23%
臺北市內湖區紫陽里,台灣團結聯盟,4,379,7.54%
臺北市內湖區紫陽里,中國國民黨,5,2483,49.43%
臺北市內湖區紫陽里,新黨,6,195,3.88%
臺北市內湖區紫陽里,健保免費連線,7,39,0.77%
臺北市內湖區紫陽里,綠黨,8,167,3.32%
臺北市內湖區紫陽里,親民黨,9,291,5.79%
臺北市內湖區紫陽里,中華民國臺灣基本法連線,10,3,0.05%
臺北市內湖區紫陽里,台灣主義黨,11,4,0.07%
臺北市內湖區瑞陽里,台灣國民會議,1,38,0.72%
臺北市內湖區瑞陽里,人民最大黨,2,12,0.22%
臺北市內湖區瑞陽里,民主進步黨,3,1114,21.23%
臺北市內湖區瑞陽里,台灣團結聯盟,4,268,5.10%
臺北市內湖區瑞陽里,中國國民黨,5,3087,58.84%
臺北市內湖區瑞陽里,新黨,6,228,4.34%
臺北市內湖區瑞陽里,健保免費連線,7,41,0.78%
臺北市內湖區瑞陽里,綠黨,8,143,2.72%
臺北市內湖區瑞陽里,親民黨,9,305,5.81%
臺北市內湖區瑞陽里,中華民國臺灣基本法連線,10,5,0.09%
臺北市內湖區瑞陽里,台灣主義黨,11,5,0.09%
臺北市內湖區瑞光里,台灣國民會議,1,23,0.74%
臺北市內湖區瑞光里,人民最大黨,2,9,0.29%
臺北市內湖區瑞光里,民主進步黨,3,664,21.49%
臺北市內湖區瑞光里,台灣團結聯盟,4,170,5.50%
臺北市內湖區瑞光里,中國國民黨,5,1728,55.94%
臺北市內湖區瑞光里,新黨,6,151,4.88%
臺北市內湖區瑞光里,健保免費連線,7,15,0.48%
臺北市內湖區瑞光里,綠黨,8,98,3.17%
臺北市內湖區瑞光里,親民黨,9,226,7.31%
臺北市內湖區瑞光里,中華民國臺灣基本法連線,10,2,0.06%
臺北市內湖區瑞光里,台灣主義黨,11,3,0.09%
臺北市內湖區五分里,台灣國民會議,1,56,0.94%
臺北市內湖區五分里,人民最大黨,2,25,0.42%
臺北市內湖區五分里,民主進步黨,3,1857,31.41%
臺北市內湖區五分里,台灣團結聯盟,4,458,7.74%
臺北市內湖區五分里,中國國民黨,5,2759,46.66%
臺北市內湖區五分里,新黨,6,139,2.35%
臺北市內湖區五分里,健保免費連線,7,68,1.15%
臺北市內湖區五分里,綠黨,8,172,2.90%
臺北市內湖區五分里,親民黨,9,362,6.12%
臺北市內湖區五分里,中華民國臺灣基本法連線,10,5,0.08%
臺北市內湖區五分里,台灣主義黨,11,11,0.18%
臺北市內湖區東湖里,台灣國民會議,1,25,0.49%
臺北市內湖區東湖里,人民最大黨,2,26,0.51%
臺北市內湖區東湖里,民主進步黨,3,1612,31.82%
臺北市內湖區東湖里,台灣團結聯盟,4,359,7.08%
臺北市內湖區東湖里,中國國民黨,5,2411,47.60%
臺北市內湖區東湖里,新黨,6,116,2.29%
臺北市內湖區東湖里,健保免費連線,7,64,1.26%
臺北市內湖區東湖里,綠黨,8,159,3.13%
臺北市內湖區東湖里,親民黨,9,279,5.50%
臺北市內湖區東湖里,中華民國臺灣基本法連線,10,6,0.11%
臺北市內湖區東湖里,台灣主義黨,11,8,0.15%
臺北市內湖區樂康里,台灣國民會議,1,37,0.72%
臺北市內湖區樂康里,人民最大黨,2,15,0.29%
臺北市內湖區樂康里,民主進步黨,3,1602,31.33%
臺北市內湖區樂康里,台灣團結聯盟,4,390,7.62%
臺北市內湖區樂康里,中國國民黨,5,2427,47.47%
臺北市內湖區樂康里,新黨,6,152,2.97%
臺北市內湖區樂康里,健保免費連線,7,50,0.97%
臺北市內湖區樂康里,綠黨,8,126,2.46%
臺北市內湖區樂康里,親民黨,9,302,5.90%
臺北市內湖區樂康里,中華民國臺灣基本法連線,10,7,0.13%
臺北市內湖區樂康里,台灣主義黨,11,4,0.07%
臺北市內湖區內溝里,台灣國民會議,1,28,0.95%
臺北市內湖區內溝里,人民最大黨,2,7,0.23%
臺北市內湖區內溝里,民主進步黨,3,900,30.75%
臺北市內湖區內溝里,台灣團結聯盟,4,196,6.69%
臺北市內湖區內溝里,中國國民黨,5,1425,48.70%
臺北市內湖區內溝里,新黨,6,79,2.69%
臺北市內湖區內溝里,健保免費連線,7,26,0.88%
臺北市內湖區內溝里,綠黨,8,87,2.97%
臺北市內湖區內溝里,親民黨,9,174,5.94%
臺北市內湖區內溝里,中華民國臺灣基本法連線,10,2,0.06%
臺北市內湖區內溝里,台灣主義黨,11,2,0.06%
臺北市內湖區週美里,台灣國民會議,1,23,0.56%
臺北市內湖區週美里,人民最大黨,2,28,0.68%
臺北市內湖區週美里,民主進步黨,3,1466,36.04%
臺北市內湖區週美里,台灣團結聯盟,4,373,9.17%
臺北市內湖區週美里,中國國民黨,5,1710,42.04%
臺北市內湖區週美里,新黨,6,93,2.28%
臺北市內湖區週美里,健保免費連線,7,40,0.98%
臺北市內湖區週美里,綠黨,8,105,2.58%
臺北市內湖區週美里,親民黨,9,219,5.38%
臺北市內湖區週美里,中華民國臺灣基本法連線,10,4,0.09%
臺北市內湖區週美里,台灣主義黨,11,6,0.14%
臺北市內湖區行善里,台灣國民會議,1,27,0.64%
臺北市內湖區行善里,人民最大黨,2,22,0.52%
臺北市內湖區行善里,民主進步黨,3,1346,32.30%
臺北市內湖區行善里,台灣團結聯盟,4,396,9.50%
臺北市內湖區行善里,中國國民黨,5,1878,45.07%
臺北市內湖區行善里,新黨,6,111,2.66%
臺北市內湖區行善里,健保免費連線,7,35,0.84%
臺北市內湖區行善里,綠黨,8,113,2.71%
臺北市內湖區行善里,親民黨,9,228,5.47%
臺北市內湖區行善里,中華民國臺灣基本法連線,10,3,0.07%
臺北市內湖區行善里,台灣主義黨,11,7,0.16%
臺北市內湖區石潭里,台灣國民會議,1,16,0.93%
臺北市內湖區石潭里,人民最大黨,2,7,0.40%
臺北市內湖區石潭里,民主進步黨,3,506,29.43%
臺北市內湖區石潭里,台灣團結聯盟,4,129,7.50%
臺北市內湖區石潭里,中國國民黨,5,851,49.50%
臺北市內湖區石潭里,新黨,6,57,3.31%
臺北市內湖區石潭里,健保免費連線,7,15,0.87%
臺北市內湖區石潭里,綠黨,8,43,2.50%
臺北市內湖區石潭里,親民黨,9,93,5.41%
臺北市內湖區石潭里,中華民國臺灣基本法連線,10,1,0.05%
臺北市內湖區石潭里,台灣主義黨,11,1,0.05%
臺北市內湖區湖興里,台灣國民會議,1,24,0.53%
臺北市內湖區湖興里,人民最大黨,2,16,0.35%
臺北市內湖區湖興里,民主進步黨,3,1351,29.98%
臺北市內湖區湖興里,台灣團結聯盟,4,385,8.54%
臺北市內湖區湖興里,中國國民黨,5,2104,46.69%
臺北市內湖區湖興里,新黨,6,140,3.10%
臺北市內湖區湖興里,健保免費連線,7,36,0.79%
臺北市內湖區湖興里,綠黨,8,140,3.10%
臺北市內湖區湖興里,親民黨,9,294,6.52%
臺北市內湖區湖興里,中華民國臺灣基本法連線,10,7,0.15%
臺北市內湖區湖興里,台灣主義黨,11,9,0.19%
臺北市內湖區湖元里,台灣國民會議,1,27,0.78%
臺北市內湖區湖元里,人民最大黨,2,10,0.28%
臺北市內湖區湖元里,民主進步黨,3,1074,31.06%
臺北市內湖區湖元里,台灣團結聯盟,4,242,7.00%
臺北市內湖區湖元里,中國國民黨,5,1645,47.58%
臺北市內湖區湖元里,新黨,6,133,3.84%
臺北市內湖區湖元里,健保免費連線,7,19,0.54%
臺北市內湖區湖元里,綠黨,8,106,3.06%
臺北市內湖區湖元里,親民黨,9,196,5.66%
臺北市內湖區湖元里,中華民國臺灣基本法連線,10,2,0.05%
臺北市內湖區湖元里,台灣主義黨,11,3,0.08%
臺北市內湖區安湖里,台灣國民會議,1,30,0.63%
臺北市內湖區安湖里,人民最大黨,2,17,0.35%
臺北市內湖區安湖里,民主進步黨,3,1373,28.86%
臺北市內湖區安湖里,台灣團結聯盟,4,289,6.07%
臺北市內湖區安湖里,中國國民黨,5,2453,51.56%
臺北市內湖區安湖里,新黨,6,156,3.27%
臺北市內湖區安湖里,健保免費連線,7,32,0.67%
臺北市內湖區安湖里,綠黨,8,124,2.60%
臺北市內湖區安湖里,親民黨,9,276,5.80%
臺北市內湖區安湖里,中華民國臺灣基本法連線,10,3,0.06%
臺北市內湖區安湖里,台灣主義黨,11,4,0.08%
臺北市內湖區秀湖里,台灣國民會議,1,25,0.63%
臺北市內湖區秀湖里,人民最大黨,2,15,0.37%
臺北市內湖區秀湖里,民主進步黨,3,1009,25.49%
臺北市內湖區秀湖里,台灣團結聯盟,4,290,7.32%
臺北市內湖區秀湖里,中國國民黨,5,2061,52.07%
臺北市內湖區秀湖里,新黨,6,171,4.32%
臺北市內湖區秀湖里,健保免費連線,7,26,0.65%
臺北市內湖區秀湖里,綠黨,8,119,3.00%
臺北市內湖區秀湖里,親民黨,9,235,5.93%
臺北市內湖區秀湖里,中華民國臺灣基本法連線,10,2,0.05%
臺北市內湖區秀湖里,台灣主義黨,11,5,0.12%
臺北市內湖區安泰里,台灣國民會議,1,24,0.73%
臺北市內湖區安泰里,人民最大黨,2,19,0.58%
臺北市內湖區安泰里,民主進步黨,3,941,28.90%
臺北市內湖區安泰里,台灣團結聯盟,4,226,6.94%
臺北市內湖區安泰里,中國國民黨,5,1634,50.18%
臺北市內湖區安泰里,新黨,6,87,2.67%
臺北市內湖區安泰里,健保免費連線,7,42,1.28%
臺北市內湖區安泰里,綠黨,8,95,2.91%
臺北市內湖區安泰里,親民黨,9,182,5.58%
臺北市內湖區安泰里,中華民國臺灣基本法連線,10,3,0.09%
臺北市內湖區安泰里,台灣主義黨,11,3,0.09%
臺北市內湖區金湖里,台灣國民會議,1,45,0.82%
臺北市內湖區金湖里,人民最大黨,2,2,0.03%
臺北市內湖區金湖里,民主進步黨,3,1366,24.92%
臺北市內湖區金湖里,台灣團結聯盟,4,334,6.09%
臺北市內湖區金湖里,中國國民黨,5,2908,53.05%
臺北市內湖區金湖里,新黨,6,252,4.59%
臺北市內湖區金湖里,健保免費連線,7,21,0.38%
臺北市內湖區金湖里,綠黨,8,190,3.46%
臺北市內湖區金湖里,親民黨,9,355,6.47%
臺北市內湖區金湖里,中華民國臺灣基本法連線,10,1,0.01%
臺北市內湖區金湖里,台灣主義黨,11,7,0.12%
臺北市內湖區康寧里,台灣國民會議,1,39,0.75%
臺北市內湖區康寧里,人民最大黨,2,21,0.40%
臺北市內湖區康寧里,民主進步黨,3,1372,26.61%
臺北市內湖區康寧里,台灣團結聯盟,4,298,5.78%
臺北市內湖區康寧里,中國國民黨,5,2670,51.79%
臺北市內湖區康寧里,新黨,6,197,3.82%
臺北市內湖區康寧里,健保免費連線,7,35,0.67%
臺北市內湖區康寧里,綠黨,8,165,3.20%
臺北市內湖區康寧里,親民黨,9,349,6.77%
臺北市內湖區康寧里,中華民國臺灣基本法連線,10,5,0.09%
臺北市內湖區康寧里,台灣主義黨,11,4,0.07%
臺北市內湖區明湖里,台灣國民會議,1,19,0.62%
臺北市內湖區明湖里,人民最大黨,2,10,0.32%
臺北市內湖區明湖里,民主進步黨,3,890,29.18%
臺北市內湖區明湖里,台灣團結聯盟,4,202,6.62%
臺北市內湖區明湖里,中國國民黨,5,1535,50.34%
臺北市內湖區明湖里,新黨,6,93,3.05%
臺北市內湖區明湖里,健保免費連線,7,32,1.04%
臺北市內湖區明湖里,綠黨,8,94,3.08%
臺北市內湖區明湖里,親民黨,9,170,5.57%
臺北市內湖區明湖里,中華民國臺灣基本法連線,10,2,0.06%
臺北市內湖區明湖里,台灣主義黨,11,2,0.06%
臺北市內湖區蘆洲里,台灣國民會議,1,4,0.55%
臺北市內湖區蘆洲里,人民最大黨,2,7,0.97%
臺北市內湖區蘆洲里,民主進步黨,3,307,42.87%
臺北市內湖區蘆洲里,台灣團結聯盟,4,64,8.93%
臺北市內湖區蘆洲里,中國國民黨,5,278,38.82%
臺北市內湖區蘆洲里,新黨,6,7,0.97%
臺北市內湖區蘆洲里,健保免費連線,7,6,0.83%
臺北市內湖區蘆洲里,綠黨,8,7,0.97%
臺北市內湖區蘆洲里,親民黨,9,34,4.74%
臺北市內湖區蘆洲里,中華民國臺灣基本法連線,10,1,0.13%
臺北市內湖區蘆洲里,台灣主義黨,11,1,0.13%
臺北市內湖區麗山里,台灣國民會議,1,11,0.31%
臺北市內湖區麗山里,人民最大黨,2,18,0.51%
臺北市內湖區麗山里,民主進步黨,3,1149,32.63%
臺北市內湖區麗山里,台灣團結聯盟,4,313,8.88%
臺北市內湖區麗山里,中國國民黨,5,1624,46.12%
臺北市內湖區麗山里,新黨,6,91,2.58%
臺北市內湖區麗山里,健保免費連線,7,26,0.73%
臺北市內湖區麗山里,綠黨,8,86,2.44%
臺北市內湖區麗山里,親民黨,9,198,5.62%
臺北市內湖區麗山里,中華民國臺灣基本法連線,10,3,0.08%
臺北市內湖區麗山里,台灣主義黨,11,2,0.05%
臺北市內湖區寶湖里,台灣國民會議,1,30,0.71%
臺北市內湖區寶湖里,人民最大黨,2,12,0.28%
臺北市內湖區寶湖里,民主進步黨,3,1061,25.27%
臺北市內湖區寶湖里,台灣團結聯盟,4,291,6.93%
臺北市內湖區寶湖里,中國國民黨,5,2252,53.65%
臺北市內湖區寶湖里,新黨,6,161,3.83%
臺北市內湖區寶湖里,健保免費連線,7,31,0.73%
臺北市內湖區寶湖里,綠黨,8,112,2.66%
臺北市內湖區寶湖里,親民黨,9,241,5.74%
臺北市內湖區寶湖里,中華民國臺灣基本法連線,10,2,0.04%
臺北市內湖區寶湖里,台灣主義黨,11,4,0.09%
臺北市內湖區南湖里,台灣國民會議,1,20,0.68%
臺北市內湖區南湖里,人民最大黨,2,9,0.30%
臺北市內湖區南湖里,民主進步黨,3,706,24.00%
臺北市內湖區南湖里,台灣團結聯盟,4,159,5.40%
臺北市內湖區南湖里,中國國民黨,5,1623,55.18%
臺北市內湖區南湖里,新黨,6,125,4.25%
臺北市內湖區南湖里,健保免費連線,7,13,0.44%
臺北市內湖區南湖里,綠黨,8,94,3.19%
臺北市內湖區南湖里,親民黨,9,188,6.39%
臺北市內湖區南湖里,中華民國臺灣基本法連線,10,2,0.06%
臺北市內湖區南湖里,台灣主義黨,11,2,0.06%
臺北市南港區南港里,台灣國民會議,1,31,0.85%
臺北市南港區南港里,人民最大黨,2,19,0.52%
臺北市南港區南港里,民主進步黨,3,1182,32.46%
臺北市南港區南港里,台灣團結聯盟,4,294,8.07%
臺北市南港區南港里,中國國民黨,5,1708,46.91%
臺北市南港區南港里,新黨,6,98,2.69%
臺北市南港區南港里,健保免費連線,7,37,1.01%
臺北市南港區南港里,綠黨,8,86,2.36%
臺北市南港區南港里,親民黨,9,175,4.80%
臺北市南港區南港里,中華民國臺灣基本法連線,10,2,0.05%
臺北市南港區南港里,台灣主義黨,11,9,0.24%
臺北市南港區中南里,台灣國民會議,1,21,0.87%
臺北市南港區中南里,人民最大黨,2,12,0.49%
臺北市南港區中南里,民主進步黨,3,853,35.49%
臺北市南港區中南里,台灣團結聯盟,4,211,8.78%
臺北市南港區中南里,中國國民黨,5,1030,42.86%
臺北市南港區中南里,新黨,6,44,1.83%
臺北市南港區中南里,健保免費連線,7,28,1.16%
臺北市南港區中南里,綠黨,8,49,2.03%
臺北市南港區中南里,親民黨,9,141,5.86%
臺北市南港區中南里,中華民國臺灣基本法連線,10,6,0.24%
臺北市南港區中南里,台灣主義黨,11,8,0.33%
臺北市南港區三重里,台灣國民會議,1,21,0.76%
臺北市南港區三重里,人民最大黨,2,10,0.36%
臺北市南港區三重里,民主進步黨,3,837,30.60%
臺北市南港區三重里,台灣團結聯盟,4,207,7.56%
臺北市南港區三重里,中國國民黨,5,1284,46.94%
臺北市南港區三重里,新黨,6,76,2.77%
臺北市南港區三重里,健保免費連線,7,38,1.38%
臺北市南港區三重里,綠黨,8,67,2.44%
臺北市南港區三重里,親民黨,9,180,6.58%
臺北市南港區三重里,中華民國臺灣基本法連線,10,8,0.29%
臺北市南港區三重里,台灣主義黨,11,7,0.25%
臺北市南港區新富里,台灣國民會議,1,19,0.76%
臺北市南港區新富里,人民最大黨,2,21,0.84%
臺北市南港區新富里,民主進步黨,3,851,34.08%
臺北市南港區新富里,台灣團結聯盟,4,235,9.41%
臺北市南港區新富里,中國國民黨,5,1140,45.65%
臺北市南港區新富里,新黨,6,37,1.48%
臺北市南港區新富里,健保免費連線,7,27,1.08%
臺北市南港區新富里,綠黨,8,63,2.52%
臺北市南港區新富里,親民黨,9,99,3.96%
臺北市南港區新富里,中華民國臺灣基本法連線,10,1,0.04%
臺北市南港區新富里,台灣主義黨,11,4,0.16%
臺北市南港區中研里,台灣國民會議,1,35,0.60%
臺北市南港區中研里,人民最大黨,2,33,0.57%
臺北市南港區中研里,民主進步黨,3,1684,29.18%
臺北市南港區中研里,台灣團結聯盟,4,427,7.40%
臺北市南港區中研里,中國國民黨,5,2839,49.20%
臺北市南港區中研里,新黨,6,166,2.87%
臺北市南港區中研里,健保免費連線,7,59,1.02%
臺北市南港區中研里,綠黨,8,199,3.44%
臺北市南港區中研里,親民黨,9,314,5.44%
臺北市南港區中研里,中華民國臺灣基本法連線,10,3,0.05%
臺北市南港區中研里,台灣主義黨,11,11,0.19%
臺北市南港區九如里,台灣國民會議,1,31,0.78%
臺北市南港區九如里,人民最大黨,2,23,0.58%
臺北市南港區九如里,民主進步黨,3,945,24.06%
臺北市南港區九如里,台灣團結聯盟,4,276,7.02%
臺北市南港區九如里,中國國民黨,5,2130,54.23%
臺北市南港區九如里,新黨,6,155,3.94%
臺北市南港區九如里,健保免費連線,7,33,0.84%
臺北市南港區九如里,綠黨,8,93,2.36%
臺北市南港區九如里,親民黨,9,232,5.90%
臺北市南港區九如里,中華民國臺灣基本法連線,10,4,0.10%
臺北市南港區九如里,台灣主義黨,11,5,0.12%
臺北市南港區舊莊里,台灣國民會議,1,50,0.90%
臺北市南港區舊莊里,人民最大黨,2,38,0.68%
臺北市南港區舊莊里,民主進步黨,3,1887,34.15%
臺北市南港區舊莊里,台灣團結聯盟,4,373,6.75%
臺北市南港區舊莊里,中國國民黨,5,2539,45.95%
臺北市南港區舊莊里,新黨,6,144,2.60%
臺北市南港區舊莊里,健保免費連線,7,69,1.24%
臺北市南港區舊莊里,綠黨,8,121,2.19%
臺北市南港區舊莊里,親民黨,9,281,5.08%
臺北市南港區舊莊里,中華民國臺灣基本法連線,10,8,0.14%
臺北市南港區舊莊里,台灣主義黨,11,15,0.27%
臺北市南港區東新里,台灣國民會議,1,33,0.76%
臺北市南港區東新里,人民最大黨,2,18,0.41%
臺北市南港區東新里,民主進步黨,3,1322,30.70%
臺北市南港區東新里,台灣團結聯盟,4,371,8.61%
臺北市南港區東新里,中國國民黨,5,2058,47.80%
臺北市南港區東新里,新黨,6,93,2.16%
臺北市南港區東新里,健保免費連線,7,44,1.02%
臺北市南港區東新里,綠黨,8,103,2.39%
臺北市南港區東新里,親民黨,9,248,5.76%
臺北市南港區東新里,中華民國臺灣基本法連線,10,6,0.13%
臺北市南港區東新里,台灣主義黨,11,9,0.20%
臺北市南港區重陽里,台灣國民會議,1,13,0.44%
臺北市南港區重陽里,人民最大黨,2,13,0.44%
臺北市南港區重陽里,民主進步黨,3,767,26.13%
臺北市南港區重陽里,台灣團結聯盟,4,163,5.55%
臺北市南港區重陽里,中國國民黨,5,1566,53.35%
臺北市南港區重陽里,新黨,6,106,3.61%
臺北市南港區重陽里,健保免費連線,7,23,0.78%
臺北市南港區重陽里,綠黨,8,95,3.23%
臺北市南港區重陽里,親民黨,9,182,6.20%
臺北市南港區重陽里,中華民國臺灣基本法連線,10,1,0.03%
臺北市南港區重陽里,台灣主義黨,11,6,0.20%
臺北市南港區東明里,台灣國民會議,1,28,0.84%
臺北市南港區東明里,人民最大黨,2,12,0.36%
臺北市南港區東明里,民主進步黨,3,914,27.59%
臺北市南港區東明里,台灣團結聯盟,4,244,7.36%
臺北市南港區東明里,中國國民黨,5,1691,51.05%
臺北市南港區東明里,新黨,6,104,3.14%
臺北市南港區東明里,健保免費連線,7,22,0.66%
臺北市南港區東明里,綠黨,8,89,2.68%
臺北市南港區東明里,親民黨,9,200,6.03%
臺北市南港區東明里,中華民國臺灣基本法連線,10,6,0.18%
臺北市南港區東明里,台灣主義黨,11,2,0.06%
臺北市南港區西新里,台灣國民會議,1,17,0.55%
臺北市南港區西新里,人民最大黨,2,15,0.49%
臺北市南港區西新里,民主進步黨,3,1159,38.15%
臺北市南港區西新里,台灣團結聯盟,4,281,9.24%
臺北市南港區西新里,中國國民黨,5,1251,41.17%
臺北市南港區西新里,新黨,6,55,1.81%
臺北市南港區西新里,健保免費連線,7,31,1.02%
臺北市南港區西新里,綠黨,8,69,2.27%
臺北市南港區西新里,親民黨,9,143,4.70%
臺北市南港區西新里,中華民國臺灣基本法連線,10,4,0.13%
臺北市南港區西新里,台灣主義黨,11,13,0.42%
臺北市南港區玉成里,台灣國民會議,1,20,0.63%
臺北市南港區玉成里,人民最大黨,2,15,0.47%
臺北市南港區玉成里,民主進步黨,3,1086,34.23%
臺北市南港區玉成里,台灣團結聯盟,4,341,10.75%
臺北市南港區玉成里,中國國民黨,5,1376,43.37%
臺北市南港區玉成里,新黨,6,71,2.23%
臺北市南港區玉成里,健保免費連線,7,28,0.88%
臺北市南港區玉成里,綠黨,8,69,2.17%
臺北市南港區玉成里,親民黨,9,157,4.94%
臺北市南港區玉成里,中華民國臺灣基本法連線,10,5,0.15%
臺北市南港區玉成里,台灣主義黨,11,4,0.12%
臺北市南港區合成里,台灣國民會議,1,23,0.51%
臺北市南港區合成里,人民最大黨,2,21,0.46%
臺北市南港區合成里,民主進步黨,3,1452,32.48%
臺北市南港區合成里,台灣團結聯盟,4,400,8.94%
臺北市南港區合成里,中國國民黨,5,2028,45.36%
臺北市南港區合成里,新黨,6,104,2.32%
臺北市南港區合成里,健保免費連線,7,43,0.96%
臺北市南港區合成里,綠黨,8,131,2.93%
臺北市南港區合成里,親民黨,9,248,5.54%
臺北市南港區合成里,中華民國臺灣基本法連線,10,14,0.31%
臺北市南港區合成里,台灣主義黨,11,6,0.13%
臺北市南港區新光里,台灣國民會議,1,14,0.57%
臺北市南港區新光里,人民最大黨,2,22,0.89%
臺北市南港區新光里,民主進步黨,3,676,27.62%
臺北市南港區新光里,台灣團結聯盟,4,171,6.98%
臺北市南港區新光里,中國國民黨,5,1210,49.44%
臺北市南港區新光里,新黨,6,87,3.55%
臺北市南港區新光里,健保免費連線,7,25,1.02%
臺北市南港區新光里,綠黨,8,78,3.18%
臺北市南港區新光里,親民黨,9,157,6.41%
臺北市南港區新光里,中華民國臺灣基本法連線,10,6,0.24%
臺北市南港區新光里,台灣主義黨,11,1,0.04%
臺北市南港區聯成里,台灣國民會議,1,49,1.46%
臺北市南港區聯成里,人民最大黨,2,18,0.53%
臺北市南港區聯成里,民主進步黨,3,940,28.06%
臺北市南港區聯成里,台灣團結聯盟,4,251,7.49%
臺北市南港區聯成里,中國國民黨,5,1647,49.17%
臺北市南港區聯成里,新黨,6,128,3.82%
臺北市南港區聯成里,健保免費連線,7,21,0.62%
臺北市南港區聯成里,綠黨,8,89,2.65%
臺北市南港區聯成里,親民黨,9,190,5.67%
臺北市南港區聯成里,中華民國臺灣基本法連線,10,8,0.23%
臺北市南港區聯成里,台灣主義黨,11,8,0.23%
臺北市南港區萬福里,台灣國民會議,1,26,0.93%
臺北市南港區萬福里,人民最大黨,2,14,0.50%
臺北市南港區萬福里,民主進步黨,3,741,26.65%
臺北市南港區萬福里,台灣團結聯盟,4,172,6.18%
臺北市南港區萬福里,中國國民黨,5,1406,50.57%
臺北市南港區萬福里,新黨,6,132,4.74%
臺北市南港區萬福里,健保免費連線,7,31,1.11%
臺北市南港區萬福里,綠黨,8,81,2.91%
臺北市南港區萬福里,親民黨,9,169,6.07%
臺北市南港區萬福里,中華民國臺灣基本法連線,10,4,0.14%
臺北市南港區萬福里,台灣主義黨,11,4,0.14%
臺北市南港區鴻福里,台灣國民會議,1,35,1.16%
臺北市南港區鴻福里,人民最大黨,2,12,0.39%
臺北市南港區鴻福里,民主進步黨,3,911,30.23%
臺北市南港區鴻福里,台灣團結聯盟,4,221,7.33%
臺北市南港區鴻福里,中國國民黨,5,1444,47.92%
臺北市南港區鴻福里,新黨,6,100,3.31%
臺北市南港區鴻福里,健保免費連線,7,16,0.53%
臺北市南港區鴻福里,綠黨,8,111,3.68%
臺北市南港區鴻福里,親民黨,9,144,4.77%
臺北市南港區鴻福里,中華民國臺灣基本法連線,10,5,0.16%
臺北市南港區鴻福里,台灣主義黨,11,14,0.46%
臺北市南港區百福里,台灣國民會議,1,21,0.64%
臺北市南港區百福里,人民最大黨,2,14,0.42%
臺北市南港區百福里,民主進步黨,3,1000,30.65%
臺北市南港區百福里,台灣團結聯盟,4,279,8.55%
臺北市南港區百福里,中國國民黨,5,1561,47.85%
臺北市南港區百福里,新黨,6,79,2.42%
臺北市南港區百福里,健保免費連線,7,37,1.13%
臺北市南港區百福里,綠黨,8,92,2.82%
臺北市南港區百福里,親民黨,9,171,5.24%
臺北市南港區百福里,中華民國臺灣基本法連線,10,4,0.12%
臺北市南港區百福里,台灣主義黨,11,4,0.12%
臺北市南港區成福里,台灣國民會議,1,23,0.54%
臺北市南港區成福里,人民最大黨,2,24,0.56%
臺北市南港區成福里,民主進步黨,3,1132,26.75%
臺北市南港區成福里,台灣團結聯盟,4,270,6.38%
臺北市南港區成福里,中國國民黨,5,2208,52.18%
臺北市南港區成福里,新黨,6,168,3.97%
臺北市南港區成福里,健保免費連線,7,32,0.75%
臺北市南港區成福里,綠黨,8,105,2.48%
臺北市南港區成福里,親民黨,9,257,6.07%
臺北市南港區成福里,中華民國臺灣基本法連線,10,5,0.11%
臺北市南港區成福里,台灣主義黨,11,7,0.16%
臺北市南港區仁福里,台灣國民會議,1,27,0.76%
臺北市南港區仁福里,人民最大黨,2,10,0.28%
臺北市南港區仁福里,民主進步黨,3,870,24.57%
臺北市南港區仁福里,台灣團結聯盟,4,197,5.56%
臺北市南港區仁福里,中國國民黨,5,1858,52.48%
臺北市南港區仁福里,新黨,6,144,4.06%
臺北市南港區仁福里,健保免費連線,7,20,0.56%
臺北市南港區仁福里,綠黨,8,114,3.22%
臺北市南港區仁福里,親民黨,9,286,8.07%
臺北市南港區仁福里,中華民國臺灣基本法連線,10,7,0.19%
臺北市南港區仁福里,台灣主義黨,11,7,0.19%
臺北市萬華區福星里,台灣國民會議,1,22,0.66%
臺北市萬華區福星里,人民最大黨,2,17,0.51%
臺北市萬華區福星里,民主進步黨,3,949,28.70%
臺北市萬華區福星里,台灣團結聯盟,4,298,9.01%
臺北市萬華區福星里,中國國民黨,5,1583,47.88%
臺北市萬華區福星里,新黨,6,109,3.29%
臺北市萬華區福星里,健保免費連線,7,31,0.93%
臺北市萬華區福星里,綠黨,8,70,2.11%
臺北市萬華區福星里,親民黨,9,218,6.59%
臺北市萬華區福星里,中華民國臺灣基本法連線,10,5,0.15%
臺北市萬華區福星里,台灣主義黨,11,4,0.12%
臺北市萬華區萬壽里,台灣國民會議,1,13,0.65%
